,Name,Locality,Postalcode,Address,Region,Country,Neighborhood,Phone,Email,Website,Category Labels
0,Thomas Kinkade Gallery At Elkin,Elkin,28621,113 E Main St,NC,us,,(336) 835-4800,blog@wordpress.com,http://www.thomaskinkade.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,John Furches Gallery,Elkin,28621,123 W Main St,NC,us,,(336) 835-5222,info@artfestfortmyers.com,http://www.johnfurches.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Foothills Arts Council,Elkin,28621,129 Church St,NC,us,,(336) 835-2025,info@foothillsartscouncil.org,http://www.foothillsartscouncil.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Signal Gallery,Statesville,28625,1675 E Broad St,NC,us,[u'Eastside'],(704) 873-9394,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Picture Place,Statesville,28625,111 Bell Farm Rd,NC,us,,(704) 873-7197,art@americanartshow.com,http://www.americanartshow.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Carolina Murals,Statesville,28625,4338 Taylorsville Hwy,NC,us,,(704) 881-0504,sherri@carolinamurals.com,http://carolinamurals.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Creekhouse Garden Gallery,Jefferson,28640,346 Creek House Ln,NC,us,,(336) 982-9547,jim@creekhousegardengallery.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mountain Farm Life Museum,Jefferson,28640,527 Ashe Park Rd,NC,us,,(336) 982-2401,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Caldwell Arts Council,Lenoir,28645,601 College Ave SW,NC,us,,(828) 754-2486,info@caldwellarts.com,http://www.caldwellarts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pelican Glassworks,Lenoir,28645,400 Georgetown Rd,NC,us,,(828) 758-2950,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ruffin Street Galery,Linville,28646,87 Ruffin St,NC,us,,(828) 737-0420,,http://www.melissaweisspottery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Hamilton Williams Clay Work,Morganton,28655,403 E Union St,NC,us,,(828) 438-1595,info@hamiltonwilliamsclayworks.com,http://www.hamiltonwilliams.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Signature Artists' Studio Xi,Morganton,28655,617 S Green St,NC,us,,(828) 433-0056,,http://studioeleven.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,G Creative,Morganton,28655,222 W Union St,NC,us,,(828) 438-3606,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Justine's World Of Art,Newton,28658,2909 W Nc 10 Hwy,NC,us,,(828) 464-5399,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Taupe Gallery,North Wilkesboro,28659,807 Main St,NC,us,,(336) 990-0148,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Wilkes Art Gallery,North Wilkesboro,28659,800 Elizabeth St,NC,us,,(336) 667-2841,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,William Nichols Art Studio,North Wilkesboro,28659,101 6th St,NC,us,,(336) 903-9344,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cultural Arts Council,North Wilkesboro,28659,300 D St,NC,us,,(336) 838-1076,,http://cacwilkes.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art Gallery,Ronda,28670,3648 Clingman Rd,NC,us,,(336) 984-2680,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Blue Ridge Gallery & Fine Art,Sparta,28675,103 Gallery Ln,NC,us,,(336) 372-1711,,http://www.blueridgefineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Studio Redwood,Sparta,28675,3 N Main St,NC,us,,(336) 372-7111,,http://www.studioredwood.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art & Design,Statesville,28677,503 Carroll St,NC,us,[u'Cloverdale'],(704) 873-3964,,http://deflorumbotanicals.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Catch Light Gallery,West Jefferson,28694,118 N Jefferson Ave,NC,us,,(336) 846-1551,,http://www.catchlightgallery.net/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Acorn Gallery,West Jefferson,28694,103 Long St,NC,us,,(336) 246-3388,r_rogers@acorngallery.com,http://www.acorngallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,R T Morgan Art Gallery,West Jefferson,28694,120 N Jefferson Ave,NC,us,,(336) 246-3328,rt@rtmorganartgallery.com,http://rtmorganartgallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Depree Studio Gallery,West Jefferson,28694,109 N Jefferson Ave,NC,us,,(336) 246-7399,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ashe Custom Framing & Gallery,West Jefferson,28694,105 S Jefferson Ave,NC,us,,(336) 846-2218,info@ashecustomframing.com,http://ashecustomframing.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ashe County Arts Council,West Jefferson,28694,303 School Ave,NC,us,,(336) 846-2787,acofhc@bellsouth.net,http://www.ashecountyarts.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cultural Arts Council Of Wilkes,Wilkesboro,28697,101 W Main St,NC,us,,(336) 838-1076,,http://cacwilkes.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bucking Gallery & Art Supplies,Arden,28704,7 Lark Hill Dr,NC,us,,(828) 681-1911,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Don Pippin,Arden,28704,47 Rainbrook Trl,NC,us,,(828) 684-7408,info@donpippinartwork.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Vitrum La Collezione,Arden,28704,170 Bradley Branch Rd,NC,us,,(828) 676-3605,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Southside Arts Studio,Arden,28704,2398 Hendersonville Rd,NC,us,,(828) 684-1611,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Envision Art,Arden,28704,3726 Sweeten Creek Rd,NC,us,,(828) 676-1390,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Crimson Laurel Gallery,Bakersville,28705,23 Crimson Laurel Way,NC,us,,(828) 688-3599,crimsonlaurelart@aol.com,http://www.crimsonlaurelgallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Anita's Atelier,Bakersville,28705,7 N Mitchell Ave,NC,us,,(828) 688-1717,anita@anitasatelier.com,http://www.anitasatelier.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Red House Studios and Gallery,Black Mountain,28711,310 W State St,NC,us,[u'Grovestone'],(828) 669-0351,,http://www.svfalarts.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Heartflame Gallery,Black Mountain,28711,121 Cherry St,NC,us,[u'Grovestone'],(828) 669-1001,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mountain Nest,Black Mountain,28711,133 Cherry St,NC,us,[u'Grovestone'],(828) 669-0314,,http://www.mtnnest.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Swannanoa Valley Fine Arts League Studio,Black Mountain,28711,310 W State St,NC,us,[u'Grovestone'],(828) 669-0351,,http://svfalarts.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Imagine That! Creations,Black Mountain,28711,104 Eastside Dr,NC,us,,(480) 528-6775,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art From The Heart,Black Mountain,28711,114 Cherry St,NC,us,,(828) 628-0520,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bluewood Gallery,Brevard,28712,36 W Jordan St,NC,us,[u'Ducktown'],(828) 883-4142,,http://www.bluewoodgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Red Wolf Gallery,Brevard,28712,8 E Main St,NC,us,[u'Ducktown'],(828) 862-8620,,http://www.redwolfgallerync.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Drew Deane Gallery,Brevard,28712,114 W Main St,NC,us,,(828) 877-5272,drewdeane@citcom.net,http://www.drewdeanegallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Land of Waterfalls Art Gallery,Brevard,28712,5388 Greenville Hwy,NC,us,,(828) 883-3830,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Land Of Waterfalls Art Gallery,Brevard,28712,1364 Salola Ln,NC,us,,(828) 883-3830,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bluewood Gallery,Brevard,28712,473 Feedrock Rd,NC,us,,(828) 883-4142,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art & Soul Marketplace,Brevard,28712,120 W Main St,NC,us,,(828) 883-2787,info@artandsoulmarketplace.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Transylvania County Art Cncl,Brevard,28712,349 S Caldwell St,NC,us,,(828) 884-2787,tcarts@comporium.net,http://www.tcarts.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cedar Mountain Art Works,Brevard,28712,450 Cedar Ln,NC,us,,(828) 884-5258,,http://www.judithduff.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lindsey Wireless,Brevard,28712,53 E Main St,NC,us,,(828) 885-7299,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Charles Heath Art Gallery,Bryson City,28713,175 Everett St,NC,us,,,jenniferheathgallery@gmail.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pincu Pottery,Bryson City,28713,80 Highway 28 S,NC,us,,(828) 488-0480,pincupottery@gmail.com,http://www.pincupottery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Artists' House Too,Bryson City,28713,32 Everett St,NC,us,,(828) 488-1317,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ooak Art Gallery,Burnsville,28714,573 Micaville Loop,NC,us,,(828) 675-0690,,http://www.ooakartgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Toe River Arts Council,Burnsville,28714,102 W Main St,NC,us,,(828) 682-7215,trac@toeriverarts.org,http://toeriverarts.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Micaville General Store,Burnsville,28714,573 Micaville Loop,NC,us,,(828) 675-0690,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Smart Foods,Burnsville,28714,428 Georges Fork Rd,NC,us,,(828) 682-6500,,http://smarttreat.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Crabtree Creek Art & Floral,Burnsville,28714,4161 E US Highway 19E,NC,us,,(828) 675-0612,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,434 Graphics,Canton,28716,355 Plott Dr,NC,us,,(828) 400-4057,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Chivaree Gallery,Cashiers,28717,37 Commons Dr,NC,us,,(828) 743-6195,,http://chivaree-art-and-design.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Blue Valley Gallery,Cashiers,28717,9 Slab Town Rd,NC,us,,(828) 743-2956,lakesidepainter@gmail.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mountain Mist Gallery Of Cashiers,Cashiers,28717,40 Perennial Dr,NC,us,,(828) 743-1801,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,John Collette Fine Art,Cashiers,28717,104 Highway 107 S,NC,us,,(828) 743-7977,jcfa@frontier.com,http://johncollettefineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Land of Waterfalls Art Gallery,Cedar Mountain,28718,10771 Greenville Hwy,NC,us,,(828) 883-3830,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Traditional Hands Art Gallery,Cherokee,28719,1021 Tsalagi Rd,NC,us,,(828) 554-5884,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Oconaluftee Islands Park,Cherokee,28719,Highway 441,NC,us,,(828) 497-2315,,http://nc-cherokee.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,LloydPottery,Clyde,28721,59 Foothills Ct,NC,us,,(828) 246-8846,,http://www.lloydpottery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Susan Lingg Art Gallery,Cullowhee,28723,Caney Fork Rd,NC,us,,(828) 293-5556,,http://www.watercolorsbysusan.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Hippie Chix Fiber Art,Cullowhee,28723,102 Indian Mound Rd,NC,us,,(828) 293-2420,hippiechixfiberart1@frontier.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Willow Wisp Farm Studios,Fairview,28730,1615 Charlotte Hwy,NC,us,,(828) 628-0401,art@willowwispfarmstudios.com,http://www.willowwispfarmstudios.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bansemer Gallery of Fine Art,Flat Rock,28731,3460 Greenville Hwy,NC,us,,(828) 698-3494,,http://www.bansemer.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art House Gallery & Studio,Flat Rock,28731,5 Highland Lake Dr,NC,us,,(828) 595-9500,arthousegallery5@gmail.com,http://www.arthousegalleryandstudio.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Word Shoppe,Fletcher,28732,10 Timberleaf Dr,NC,us,,(828) 687-9624,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Michael M Rogers Gallery,Franklin,28734,1511 Highlands Rd,NC,us,,(828) 524-6709,,http://www.sharethebeauty.tv/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,BY Mountain Hands,Franklin,28734,31 Macon Center Dr,NC,us,,(828) 524-1919,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tsartistry,Franklin,28734,20 Cullasaja Vista Ln,NC,us,,(828) 524-5359,ccopple@tsartistry.com,http://www.tsartistry.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Wildchild Studio & Designs,Glenville,28736,6210 Big Ridge Rd,NC,us,,(386) 867-9235,wildchildstudiodesigns@gmail.com,http://www.wildchildstudiodesigns.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mountain Phoenix School-Art,Hendersonville,28739,124 Wells St,NC,us,,(828) 696-3971,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Highlands Gallery,Highlands,28741,411 N 4th St,NC,us,,(828) 342-9841,,http://www.highlandsgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Empire Gallery,Highlands,28741,209 N 4th St,NC,us,,(828) 482-4797,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,"James, Corey-Corey James Gallery",Highlands,28741,228 S 3rd St,NC,us,,(828) 526-4818,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Summit One Gallery,Highlands,28741,154 S 2nd St,NC,us,,(828) 526-2673,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,John Collette Fine Arts,Highlands,28741,137 Main St,NC,us,,(828) 526-0339,,http://www.johncollettefineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,the Bascom,Highlands,28741,44 Oak St,NC,us,,(828) 526-4949,,http://www.thebascom.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Eastside 64,Highlands,28741,1152 N 4th St,NC,us,,(828) 526-8800,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Cagnina,Highlands,28741,621 Franklin Rd,NC,us,,(828) 526-1947,lacagninagallery@gmail.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,John Collette Fine Art,Highlands,28741,240 Spring St,NC,us,,(828) 526-0339,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Trillium Gallery,Little Switzerland,28749,101 High Ridge Rd,NC,us,,(828) 765-0024,latisha@trilliumgalleryonline.com,http://www.trilliumgalleryonline.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,B and B Event Photography,Marion,28752,2450 US 221 S,NC,us,,(828) 652-9787,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Madison County Arts Council,Marshall,28753,90 S Main St,NC,us,,(828) 649-1301,clark@marshallmadison.com,http://www.madisoncountyarts.com/mcac,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Penland School Gallery,Penland,28765,3135 Conley Ridge Rd,NC,us,,(828) 765-6211,galler@penland.org,http://www.penland.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Wolf Run Art Gallery,Saluda,28773,50 E Main St,NC,us,,(828) 749-1100,wolfrungallery@gmail.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,West's Sapphire Art Gallery,Sapphire,28774,18960 Rosman Hwy,NC,us,,(828) 862-6611,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Blue Otter Gallery,Spruce Pine,28777,12903 Highway 226 S,NC,us,,(828) 766-9509,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Upstairs Gallery,Tryon,28782,49 S Trade St,NC,us,,(828) 859-2828,carolinart@aol.com,http://www.upstairsartspace.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Simply Irresistible Gallery,Tryon,28782,66 Ola Mae Way,NC,us,,(828) 859-8316,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Kathleen's Gallery,Tryon,28782,98 N Trade St,NC,us,,(828) 859-8316,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Kathleen's Gallery,Tryon,28782,66 Ola Mae Way,NC,us,,(828) 859-8316,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Skyuka Fine Art,Tryon,28782,133 N Trade St,NC,us,,(828) 817-3783,kim@richnelson.com,http://skyukafineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tryon Painters & Sculptors,Tryon,28782,34 Melrose Ave,NC,us,,(828) 859-8322,beth@tryonarts.org,http://tryonarts.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Green River Frame Shop & Glry,Tryon,28782,145 N Trade St,NC,us,,(828) 859-2255,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Clifford Vocational Service,Tryon,28782,814 Hunting Country Rd,NC,us,,(828) 859-2294,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Toy Makers House Folk Arts Center,Tryon,28782,43 E Howard St,NC,us,,(828) 859-2294,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tortoise Shell,Tryon,28782,700 N Trade St,NC,us,,(828) 859-9276,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Blue Owl Gallery,Waynesville,28786,11 N Main St,NC,us,,(828) 456-9596,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Sculpture Garden and Gallery,Waynesville,28786,136 Depot St,NC,us,,(828) 456-8843,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Copes Gallery,Waynesville,28786,96 Depot St,NC,us,,(828) 246-9310,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gallery 262,Waynesville,28786,142 N Main St,NC,us,,(828) 452-6100,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
